Resamples:,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
ACSF1TruncStart,0.49613162946610273,0.7397070391755927,0.6419764610434099,0.7834452199708828,0.6366131316309108,0.6901858482885657,0.8139804826113546,0.6645060472939843,0.7666126972447452,0.8190877115826166,0.7923805764045023,0.7234928511311769,0.6053721055790531,0.7325938924451243,0.5763853327917227,0.6670764553176649,0.8872889600310991,0.6071538158531709,0.6689054149840271,0.7470829026545748,0.6029396469038381,0.6366495496991417,0.6214625687651767,0.6448839343594257,0.5816097585586255,0.6364524418608823,0.7169308393360757,0.6648411031306035,0.646570413117214,0.6257462299459893
AdiacTruncEnd,1.2331903947723288,1.3142208027805973,1.292037890734194,1.2671732041288921,1.2877748436438712,1.3027594525543793,1.3979435942797378,1.24099202896847,1.3443856721623562,1.2945476420446094,1.2669089384694705,1.239726478955837,1.259584800445821,1.297934161783512,1.1947992181738585,1.2328096159467687,1.28316929512262,1.2504977482530062,1.2697189521520786,1.231582200504219,1.36398987930459,1.3670339174430362,1.1631814798586022,1.2667697222516556,1.1774282086003491,1.4066576628748986,1.2258659350193135,1.3080659148003921,1.3858228126012584,1.2696738868023552
ArrowHeadTruncEnd,0.6081911533455728,0.6171194385681285,0.5209613588182819,0.5323576612746911,0.6106539816379648,0.4846573022107831,0.6230453202923356,0.6118752856400855,0.47398406675969496,0.5588194827138012,0.5648435061944596,0.5805264674704511,0.5077269155115836,0.6493281891003645,0.6156702733333376,0.6435407720866257,0.6198901110474997,0.7632064243448268,0.7170226193952941,0.5093584634446753,0.5269497861451952,0.49952582795107936,0.5722046156581964,0.600214642346293,0.5663716881489277,0.5705677412851172,0.6609900513420258,0.576269545403888,0.5301489696909806,0.5254548773660311
BMETruncEnd,0.5597337906636506,0.5958072029061615,0.5436622380140367,0.6516778576435972,0.5455435670098275,0.6069359076273784,0.48731726851550433,0.5337589495961128,0.5308253984664717,0.5093169877348483,0.5000471935259805,0.4639852608681336,0.482691623098545,0.5866525651724598,0.49266692226725184,0.5163095487479785,0.5327350989919007,0.506096132095126,0.49627802976448077,0.5589252514686363,0.4999325643366952,0.6025079909914035,0.5835666835044088,0.49789045933898746,0.5279309444814148,0.5436121564857544,0.4722141896793992,0.5299645781515429,0.5579555486209613,0.5205696853225013
BeefTruncStart,1.2326568495174888,1.1900280417798297,1.239550506580642,1.1936328807510606,1.2526109113994404,1.165703304267074,1.1570779191596636,1.2215661027291218,1.2307174248448014,1.235006669780236,1.3016231562739298,1.068457969900966,1.057473092123711,1.4756288159807338,1.2033455281478134,1.3511219878836376,1.3376813960873721,1.4874898627236521,1.3083604463153382,1.1646120462135732,1.425833949038415,1.1095955981488115,1.472566266116323,1.1159454195978837,1.0787658970432203,1.0291515976486467,1.3375218370403728,1.4249454211351884,1.5669145943704814,1.0753092014447427
BeetleFlyTruncEnd,0.3772881589781689,0.35414627230027185,0.3280105560806436,0.41451657173766143,0.3350821404393224,0.42151395690708415,0.3744369441047319,0.3527750912888082,0.3634108815772238,0.3477479668854495,0.39643864385017696,0.39330498278896175,0.6270768421316619,0.45671040696894405,0.3151752537999562,0.3205160125390561,0.4181688845570914,0.4497889891893882,0.391272815787182,0.3284946721851716,0.32499012201881583,0.3560996910179048,0.3288740126153853,0.4379582208289953,0.5530518940817064,0.3630920969142351,0.3064616393566403,0.3910396858456188,0.4909311699111113,0.35102355705046306
BirdChickenTruncEnd,0.3431370176091909,0.29205029486478573,0.31237885291569684,0.32394986184222246,0.2828434708092481,0.30938665932475,0.25003686855693485,0.2835914447814745,0.250440162831991,0.26393124926397277,0.32787530366072415,0.26374916709138285,0.45354790982121085,0.3100682253687278,0.2380116759295642,0.3138522417595564,0.4433597016326207,0.29302514199956226,0.2892271423665066,0.23021437199847342,0.23160391161146654,0.3577469303314215,0.3201121779873293,0.31193366267340233,0.28594042655888274,0.35569799838145133,0.2371151711509055,0.32420907408321026,0.2798554646059498,0.27100282640012885
CBFTruncEnd,0.3219077685209243,0.32976222704523733,0.3000096116841981,0.36169787978526435,0.31281182797419116,0.31664073124533276,0.3268111514862873,0.3413910710926211,0.29536344959885624,0.31816337015742,0.30153839031732105,0.33023714963492945,0.31026314897865853,0.3322327520731079,0.28535406002247277,0.3377322503713284,0.33193504241280297,0.3068510961903249,0.2898593300018636,0.2616071293729863,0.26924672721510357,0.3556694874319563,0.2737135984255739,0.3341058249698846,0.27779807847252047,0.34715136321209356,0.2762678178138506,0.29229575111436107,0.3617540088273299,0.2875166228574378
CarTruncEnd,0.578785159499908,0.4730318605931499,0.5571578416780725,0.5511470380019048,0.6040291581785995,0.5393484249143028,0.5686018404758013,0.7043575478890852,0.487266966219167,0.6253575739337494,0.5826235473214749,0.6500164844624863,0.6942366388507252,0.5934053629277898,0.4833052772953297,0.7788508214795627,0.496747859056646,0.7601472204466744,0.558030410881014,0.5416374700741738,0.534927996798102,0.673814012833454,0.5515916107067323,0.5891839857750711,0.5565258680865202,0.5606855726567613,0.6693687289977307,0.5957958801391073,0.5803090489932767,0.4651369437004567
ChinatownTruncEnd,0.2874960335430653,0.28719543678463383,0.2692176249836105,0.31232980501310637,0.37583771587298087,0.280365202383415,0.2720412854299192,0.36292040308082424,0.2905905531989876,0.2527996211463648,0.3523978789894515,0.4334103657334484,0.3136576636316916,0.2686633592495427,0.3614545830790634,0.5684464102203151,0.2787809103157899,0.25601880847016056,0.3184583955532763,0.3883382649193631,0.4124352462036417,0.3182126091921903,0.3026633946932105,0.3254082027405532,0.339232522325299,0.30685402874607776,0.29403593257070887,0.3316949031402079,0.35411265477128046,0.2662367251966169
