Resamples:,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
ACSF1TruncStart,6.487857610041087,8.650476813388117,10.452659482843973,7.929603745605773,7.20873067782343,8.290040279496946,7.5691672117146025,6.848294143932259,9.37134988117046,9.371349881170458,6.127421076149916,9.01091334727929,7.20873067782343,10.452659482843977,9.010913347279287,10.813096016735146,11.533969084517489,8.290040279496946,9.371349881170461,10.813096016735146,8.650476813388115,7.929603745605773,5.406548008367573,7.20873067782343,8.290040279496944,10.452659482843977,9.37134988117046,10.813096016735148,10.092222948952804,9.37134988117046
AdiacTruncEnd,17.146085755436804,17.607002039185105,17.146085755436804,13.643121998949713,15.578970390692579,16.13206993119054,17.146085755436804,16.500802958189183,16.500802958189183,15.486787133942919,18.713201120181026,17.330452268936124,17.146085755436804,16.777352728438164,14.564954566446318,16.96171924193748,17.791368552684425,15.85552016094156,17.05390249868714,15.302420620443598,16.03988667444088,18.16010157968306,14.841504336695298,17.330452268936124,17.1460857554368,15.85552016094156,14.472771309696657,14.841504336695298,15.67115364744224,15.671153647442239
ArrowHeadTruncEnd,12.151860285473784,10.916077883561197,10.504150416256998,10.504150416257,13.593606421038473,9.886259215300706,11.328005350865393,9.680295481648608,9.680295481648606,10.298186682604902,10.2981866826049,9.062404280692313,9.268368014344409,10.916077883561194,10.916077883561197,11.122041617213293,11.533969084517489,10.916077883561195,13.799570154690567,8.23854934608392,10.710114149909096,10.092222948952806,10.916077883561194,11.328005350865393,9.680295481648608,12.769751486430078,12.151860285473784,8.44451307973602,10.504150416256998,11.122041617213295
BMETruncEnd,9.611640903764574,9.37134988117046,7.4490217004175445,6.968439655229316,7.68931272301166,8.410185790794001,4.805820451882287,6.968439655229316,8.89076783598223,5.766984542258744,8.169894768199889,6.487857610041087,6.728148632635201,8.650476813388117,7.68931272301166,8.89076783598223,7.68931272301166,5.52669351966463,6.487857610041087,6.247566587446972,8.650476813388117,6.728148632635202,6.968439655229316,6.487857610041087,8.169894768199889,7.4490217004175445,6.007275564852859,6.968439655229316,7.208730677823431,7.929603745605773
BeefTruncStart,18.021826694558577,16.820371581588006,13.21600624267629,14.417461355646859,19.223281807529148,12.014551129705717,16.820371581588002,18.021826694558573,15.618916468617432,21.626192033470293,21.626192033470293,18.021826694558577,18.021826694558577,20.42473692049972,16.820371581588002,19.223281807529148,18.021826694558577,22.827647146440864,19.223281807529144,21.626192033470293,19.223281807529148,12.014551129705717,21.626192033470293,19.223281807529148,13.216006242676288,12.014551129705717,21.626192033470293,22.827647146440864,21.626192033470293,14.417461355646859
BeetleFlyTruncEnd,5.406548008367573,7.20873067782343,5.406548008367573,7.20873067782343,1.8021826694558576,7.20873067782343,9.010913347279288,5.406548008367573,5.406548008367573,9.010913347279288,10.813096016735145,5.406548008367573,12.615278686191001,9.010913347279288,3.604365338911715,5.406548008367573,5.406548008367573,9.010913347279288,3.604365338911715,7.20873067782343,7.20873067782343,7.20873067782343,1.8021826694558576,10.813096016735145,7.20873067782343,3.604365338911715,5.406548008367573,10.813096016735146,5.406548008367573,1.8021826694558576
BirdChickenTruncEnd,5.406548008367573,3.604365338911715,7.20873067782343,3.604365338911715,7.20873067782343,5.406548008367573,3.604365338911715,5.406548008367573,1.802182669455858,1.8021826694558576,12.615278686191001,1.8021826694558576,10.813096016735146,5.406548008367573,3.604365338911715,2.220446049250313e-16,10.813096016735145,1.8021826694558576,7.20873067782343,1.802182669455858,2.220446049250313e-16,10.813096016735145,9.010913347279288,3.604365338911715,3.604365338911715,5.406548008367573,3.604365338911715,5.406548008367573,1.8021826694558576,10.813096016735145
CBFTruncEnd,2.7232982560666295,2.483007233472515,2.8434437673636865,4.365286910459744,4.004850376568572,2.803395263598001,3.3240258125519153,6.2876150912126585,2.4830072334725153,3.7245108502087723,2.8834922711293722,4.565529429288173,4.365286910459744,4.044898880334258,5.286402497070515,4.044898880334258,4.645626436819544,4.165044391631316,2.042473692049972,3.9648018728028864,3.684462346443087,3.4842198276146585,2.2427162108784007,4.565529429288173,2.4830072334725153,4.12499588786563,3.84465636150583,3.163831797489172,5.126208482007773,2.7232982560666295
CarTruncEnd,10.21236846024986,8.410185790794001,8.410185790794001,9.010913347279288,6.608003121338144,6.007275564852859,5.406548008367573,8.410185790794003,6.608003121338144,9.010913347279288,6.007275564852859,9.010913347279288,10.813096016735146,7.809458234308717,7.809458234308717,9.611640903764574,5.406548008367573,8.410185790794001,9.611640903764574,5.406548008367573,9.010913347279288,7.2087306778234295,7.2087306778234295,6.608003121338144,6.608003121338144,6.608003121338145,5.406548008367573,6.007275564852859,9.611640903764574,6.007275564852859
ChinatownTruncEnd,4.203341503104041,7.566014705587274,4.728759190992046,3.993174427948839,4.413508578259243,3.572840277638435,4.203341503104041,5.5694274916128546,3.362673202483233,4.09825796552644,4.518592115836843,9.24735130682889,6.515179329811264,3.4677567400608336,5.149093341302451,10.193103145027301,3.4677567400608345,2.5220049018624247,5.5694274916128546,5.464343954035254,6.19992871707846,2.5220049018624247,2.5220049018624247,4.518592115836844,5.044009803724848,4.09825796552644,3.4677567400608336,4.938926266147248,6.5151793298112635,4.09825796552644
